mp_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,ag_debates,ag_private_member_bills,ag_questions,avg_attendance,mp_note,ag_national_average_debate,ag_national_average_pmb,ag_national_average_questions,avg_attendance_national_average,ag_state_average_debate,ag_state_average_pmb,ag_state_average_questions,avg_attendance_state_average,mp_house
900531,Subrahmanyam Jaishankar Krishnaswamy,Elected,19-08-2023,In Office,Second Term,N/A,Gujarat,Bharatiya Janata Party,Male,Doctorate,"B.Sc., M.A. (Political Science), M.Phil., Ph.D. (International Relations) Educated at University of Delhi, Delhi and Jawaharlal Nehru University, New Delhi",70,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2009 to 21-08-2025.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900720,Sagarika Ghose,Elected,03-04-2024,In Office,First Term,N/A,West Bengal,All India Trinamool Congress,Female,Post Graduate,"B.A. (Hons.) History, B.A./M.A., M.Phil. in International Relations Educated at St. Stephen’s College, Delhi University",60,53,1,81,0.965116279, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,48.55833333,0.4375,56.30833333,0.713256803,Rajya Sabha
900637,A. A. Rahim,Elected,01-04-2022,In Office,First Term,N/A,Kerala,Communist Party of India (Marxist),Male,Post Graduate,"M.A., LL.B. Educated at University College, Thiruvananthapuram and Kerala Law Academy, Law College, Thiruvananthapuram",45,366,7,249,0.888888889, Data corresponds to the period from 01-06-2009 to 21-08-2025.,86.87257481,1.019087474,160.4663592,0.798894513,358,6.305555556,248.3055556,0.795412107,Rajya Sabha
900685,Dharmasthala Veerendra Heggade,Nominated,07-07-2022,In Office,First Term,N/A,N/A,Nominated,Male,Graduate,"B.A. Educated at Bengaluru, Karnataka",76,2,0,201,0.342541436, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,N/A,N/A,N/A,N/A,Rajya Sabha
900284,Manoj Kumar Jha,Elected,03-04-2024,In Office,Second Term,N/A,Bihar,Rashtriya Janata Dal,Male,Doctorate,"M.A. (Social Work), Ph.D. Educated at University of Delhi, Delhi",58,667,9,458,0.950859951, Data corresponds to the period from 01-06-2009 to 21-08-2025.,156.7442963,1.709645478,334.4733304,0.798894513,114.071645,1.617599068,206.4884449,0.82334322,Rajya Sabha
900451,Renuka Chowdhury,Elected,03-04-2024,In Office,Fourth Term,N/A,Telangana,Indian National Congress,Female,Post Graduate,"Master of Industrial Psychology; Educated at Karnataka University, Bangalore",71,102,2,595,0.853754941, Data corresponds to the period from 01-06-2009 to 21-08-2025.,119.4157755,1.633913104,409.7414169,0.798894513,85.07007437,3.105555556,567.038345,0.750507279,Rajya Sabha
900721,Ajeet Madhavrao Gopchade,Elected,03-04-2024,In Office,First Term,N/A,Maharashtra,Bharatiya Janata Party,Male,Post Graduate,"M.B.B.S., M.D. (Paediatrics) Educated at Prativa Niketan High School, Nanded, Maharashtra",54,38,2,131,0.918604651, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,50.65277778,0.333333333,97.15277778,0.780735151,Rajya Sabha
900035,Amarendra Dhari Singh,Elected,10-04-2020,In Office,First Term,N/A,Bihar,Rashtriya Janata Dal,Male,Graduate,"B.A. (Hons) Educated at St. Michaels School, Patna and Kirori Mal College, University of Delhi",65,38,9,186,0.892473118, Data corresponds to the period from 01-06-2009 to 21-08-2025.,119.9200152,1.189449349,237.4038253,0.798894513,72.81340326,1.540675991,162.6917416,0.82334322,Rajya Sabha
900455,Ritabrata Banerjee,Elected,16-12-2024,In Office,Second Term,N/A,West Bengal,All India Trinamool Congress,Male,Post Graduate,"M.A. (English) Educated at South Point High School, Asutosh College and University of Calcutta, Kolkata",45,257,2,802,0.808888889, Data corresponds to the period from 01-06-2009 to 21-08-2025.,116.3523802,1.719715027,375.114592,0.798894513,160.3208333,3.175,344.1041667,0.713256803,Rajya Sabha
900698,Saket Gokhale,Elected,24-07-2023,In Office,First Term,N/A,West Bengal,All India Trinamool Congress,Male,Information not available,Information not available,55,130,1,142,0.9140625, Data corresponds to the period from 01-06-2009 to 21-08-2025.,61.72199589,0.68377943,108.4133924,0.798894513,75.30833333,0.6875,78.24583333,0.713256803,Rajya Sabha
900643,Ashok Kumar Mittal,Elected,10-04-2022,In Office,First Term,N/A,Punjab,Aam Aadmi Party,Male,Information not available,Information not available,60,58,6,293,0.842391304, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,45.4047619,1.857142857,227,0.767618317,Rajya Sabha
900345,Nirmala Sitharaman,Elected,01-07-2022,In Office,Third Term,N/A,Karnataka,Bharatiya Janata Party,Female,Doctorate,Ph.D.,66,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2009 to 21-08-2025.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900600,Vivek K. Tankha,Elected,30-06-2022,In Office,Second Term,N/A,Madhya Pradesh,Indian National Congress,Male,Professional Graduate,LLB (Bachelor of Laws) from Delhi University,68,86,3,432,0.818691589, Data corresponds to the period from 01-06-2009 to 21-08-2025.,183.4694754,2.144737601,445.7932888,0.798894513,145.8269841,0.727777778,437.0797619,0.856294567,Rajya Sabha
900489,Sasmit Patra,Elected,02-07-2022,In Office,Second Term,N/A,Odisha,Biju Janata Dal,Male,Doctorate,"B.A.(Hons.), LL.B., M.B.A, Ph.D. (Management) Educated at Utkal University, Bhubaneswar and Allahabad Agricultural Institute (Deemed University), Allahabad (Uttar Pradesh) ",46,1717,20,594,0.939481268, Data corresponds to the period from 01-06-2009 to 21-08-2025.,145.9251099,1.517360885,285.5329276,0.798894513,554.4444444,4.522222222,379.0333333,0.784052122,Rajya Sabha
900638,Sandosh Kumar,Elected,01-04-2022,In Office,First Term,N/A,Kerala,Communist Party of India,Male,Professional Graduate,"B.A. (Economics), LL.B. Educated at S.N. College, Calicut University and Kerala Law Academy Law College, University of Kerala, Thiruvananthapuram",54,435,14,263,0.936507937, Data corresponds to the period from 01-06-2009 to 21-08-2025.,86.87257481,1.019087474,160.4663592,0.798894513,358,6.305555556,248.3055556,0.795412107,Rajya Sabha
900184,Javed Ali Khan,Elected,05-07-2022,In Office,Second Term,N/A,Uttar Pradesh,Samajwadi Party,Male,Post Graduate,"M.A., Diploma in Civil Engineering; Educated at Jamia Milia Islamia, New Delhi and Osmania University, Hyderabad",62,161,5,303,0.975438596, Data corresponds to the period from 01-06-2009 to 21-08-2025.,178.2275359,2.362778513,466.4008234,0.798894513,160.8116858,0.849671593,437.4393268,0.84305552,Rajya Sabha
900478,Sanjay Singh,Elected,28-01-2024,In Office,Second Term,N/A,Delhi,Aam Aadmi Party,Male,Diploma Course,"Diploma in Mining Engineering Educated at Orissa School of Mining Engineering, Keonjhar (Odisha)",53,254,5,595,0.891089109, Data corresponds to the period from 01-06-2009 to 21-08-2025.,158.2118382,1.732476528,356.157684,0.798894513,151.75,1.666666667,504.1666667,0.912327088,Rajya Sabha
900772,Harsh Vardhan Shringla,Nominated,13-07-2025,In Office,First Term,N/A,N/A,Nominated,Male,Information not available,Information not available,Info Not Available,1,N/A,1,1, Data corresponds to the period from 01-06-2009 to 21-08-2025.,1.672463096,N/A,21.15408841,0.798894513,N/A,N/A,N/A,N/A,Rajya Sabha
900768,Kanad Purkayastha,Elected,15-06-2025,In Office,First Term,N/A,Assam,Bharatiya Janata Party,Male,Information not available,Information not available,Info Not Available,4,N/A,2,1, Data corresponds to the period from 01-06-2009 to 21-08-2025.,1.672463096,N/A,21.15408841,0.798894513,2.166666667,N/A,13.83333333,0.869753516,Rajya Sabha
900211,K.P. Munusamy,Elected,03-04-2020,07-05-2021,First Term,N/A,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Information not available,Information not available,73,0,N/A,53,0.181818182, Data corresponds to the period from 01-06-2009 to 21-08-2025.,14.83110748,N/A,27.10934655,0.798894513,9.395424837,N/A,21.53921569,0.732548909,Rajya Sabha
900079,Balihari Babu,Elected,03-04-2006,12-06-2009,First Term,N/A,Uttar Pradesh,Samajwadi Party,Male,Inter/ Higher Secondary,"Intermediate Educated at Public Inter College, Shahganj, Jaunpur (Uttar Pradesh)",74,0,N/A,N/A,1, Data corresponds to the period from 01-06-2009 to 21-08-2025.,0.405529954,N/A,N/A,0.798894513,0.3,N/A,N/A,0.84305552,Rajya Sabha
900467,Sachin Ramesh Tendulkar,Nominated,27-04-2012,26-04-2018,First Term,N/A,N/A,Independent,Male,Inter/ Higher Secondary,Inter/ Higher Secondary,52,0,0,22,0.07751938, Data corresponds to the period from 01-06-2009 to 21-08-2025.,76.46773079,1.331050954,333.6858915,0.798894513,N/A,N/A,N/A,N/A,Rajya Sabha
900167,Hema Malini (RS),Elected,03-03-2011,02-04-2012,Second Term,N/A,Karnataka,Bharatiya Janata Party,Female,Matric,"Matric Educated at Andhra Mahila Sabha, Chennai",76,6,0,117,0.357798165, Data corresponds to the period from 01-06-2009 to 21-08-2025.,13.47711323,0.216427017,83.83658562,0.798894513,4.990909091,0.1,30.34545455,0.732425211,Rajya Sabha
900052,Anusuiya Uikey,Elected,03-04-2006,02-04-2012,First Term,N/A,Madhya Pradesh,Bharatiya Janata Party,Female,Post Graduate,"M.A. (Economics), LL.B. (II year)",67,48,0,249,0.900452489, Data corresponds to the period from 01-06-2009 to 21-08-2025.,23.58244777,0.61776919,178.9718321,0.798894513,25.01060606,0.606060606,210.0914141,0.856294567,Rajya Sabha
900141,Ejaz Ali,Elected,20-03-2008,07-07-2010,First Term,N/A,Bihar,Janata Dal (United),Male,Post Graduate,"M.B.B.S., M.S. (General Surgery) Educated at Hazaribagh High School and Patna Medical College and Hospital (Patna University), Patna, Bihar",66,5,0,8,0.658823529, Data corresponds to the period from 01-06-2009 to 21-08-2025.,10.16469479,0.32389617,78.08241781,0.798894513,11.31666667,N/A,82.9625,0.82334322,Rajya Sabha
900274,Majeed Memon,Elected,03-04-2014,02-04-2020,First Term,N/A,Maharashtra,Nationalist Congress Party,Male,Graduate,"B.A. (Economics and Political Science), LL.B. Educated at R.D. National College and Government Law College, Mumbai",79,112,0,502,0.843137255, Data corresponds to the period from 01-06-2009 to 21-08-2025.,97.86446071,1.500965027,324.7388369,0.798894513,82.01160131,4.643464052,458.2214052,0.780735151,Rajya Sabha
900502,Shanta Kumar (RS),Elected,10-04-2008,09-04-2014,First Term,N/A,Himachal Pradesh,Bharatiya Janata Party,Male,Professional Graduate,"B.A., LL.B. ; Educated at Panjab University and Delhi Law College, Delhi",90,35,0,86,0.825842697, Data corresponds to the period from 01-06-2009 to 21-08-2025.,39.07140246,0.968051246,284.2491237,0.798894513,34.25,N/A,255.0833333,0.884904034,Rajya Sabha
900225,Kanakamedala Ravindra Kumar,Elected,03-04-2018,02-04-2024,First Term,N/A,Andhra Pradesh,Telugu Desam Party,Male,Post Graduate,"B.Com., B.L.,M.A.(Philosophy), M.L.(Contracts) Educated at Siddartha Arts College and A.C. College of Law (Acharya Nagarjuna University), Osmania University, Hyderabad and Annamalai University",69,373,0,605,0.956386293, Data corresponds to the period from 01-06-2009 to 21-08-2025.,113.8576551,1.406783328,257.6785368,0.798894513,79.32424242,2.696969697,415.9090909,0.779348793,Rajya Sabha
900425,Ram Kumar Kashyap,Elected,10-04-2014,04-11-2019,First Term,N/A,Haryana,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Economics), LL.B. Educated at Kurukshetra University , Kurukshetra (Haryana)",74,86,0,443,0.983561644, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.36893693,1.24794336,290.0873572,0.798894513,50.61666667,N/A,221.5166667,0.881263893,Rajya Sabha
900007,A.A. Jinnah,Elected,03-04-2008,02-04-2014,First Term,N/A,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Professional Graduate,"B.A., B.L. Educated at Loyola College, Chennai and Law College, Chennai (Tamil Nadu)",84,16,0,205,0.893258427, Data corresponds to the period from 01-06-2009 to 21-08-2025.,39.07140246,0.968051246,284.2491237,0.798894513,51.41789216,0.696078431,327.6429739,0.732548909,Rajya Sabha
900255,M. Venkaiah Naidu,Elected,01-07-2010,31-08-2017,Fourth Term,N/A,Karnataka,Bharatiya Janata Party,Male,Professional Graduate,"B.A., B.L. Educated at V.R. High School, Nellore, V.R. College, Nellore and Law College, Andhra University, Visakhapatnam",76,86,0,34,0.752808989,"This MP was appointed a minister in May 2014. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till Feb 2014. Data corresponds to the period from 01-06-2009 to 21-08-2025.",44.0034511,1.026488607,300.04228,0.798894513,31.99141414,1.887878788,177.4020202,0.732425211,Rajya Sabha
900431,Ram Vichar Netam,Elected,30-06-2016,29-06-2022,First Term,N/A,Chhattisgarh,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Higher Secondary,64,66,0,423,0.877492877, Data corresponds to the period from 01-06-2009 to 21-08-2025.,101.6759078,1.197399006,289.8105045,0.798894513,97.6,1,474.2,0.872623273,Rajya Sabha
900380,Pramod Kureel,Elected,09-07-2010,02-04-2012,First Term,N/A,Uttar Pradesh,Bahujan Samaj Party,Male,Post Graduate,"B. Arch. (Bachelor of Architechture), M. Arch. (Master of Architechture) Educated at School of Planning and Architechture, New Delhi",58,15,0,15,0.661764706, Data corresponds to the period from 01-06-2009 to 21-08-2025.,13.41775299,0.293873021,100.8894143,0.798894513,11.46344086,0.870967742,61.30322581,0.84305552,Rajya Sabha
900234,Keshav Chintaman Ketkar,Elected,03-04-2018,02-04-2024,First Term,N/A,Maharashtra,Indian National Congress,Male,Graduate,"B.A. Educated at Bombay University, Mumbai ",79,36,0,229,0.962616822, Data corresponds to the period from 01-06-2009 to 21-08-2025.,113.8576551,1.406783328,257.6785368,0.798894513,144.7742674,3.292857143,319.0365385,0.780735151,Rajya Sabha
900493,Satyanarayan Jatiya,Elected,10-04-2014,09-04-2020,First Term,N/A,Madhya Pradesh,Bharatiya Janata Party,Male,Doctorate,"B.Sc., M.A., LL.B., Ph.D. Educated at Vikram University, Ujjain (Madhya Pradesh)",79,106,0,568,1, Data corresponds to the period from 01-06-2009 to 21-08-2025.,97.86446071,1.500965027,324.7388369,0.798894513,94.1547619,0.777777778,379.1853175,0.856294567,Rajya Sabha
900045,Anil H. Lad,Elected,26-06-2008,20-05-2013,First Term,N/A,Karnataka,Indian National Congress,Male,Inter/ Higher Secondary,"Educated at Sandur Residential School, Sandur, Distt. Bellary, Karnataka",52,4,0,26,0.587859425, Data corresponds to the period from 01-06-2009 to 21-08-2025.,32.94030559,0.968051246,254.0137784,0.798894513,20.41919192,1.887878788,133.679798,0.732425211,Rajya Sabha
900120,D.P. Tripathi,Elected,03-04-2012,02-04-2018,First Term,N/A,Maharashtra,Nationalist Congress Party,Male,Post Graduate,"M.A. (Political Science) Educated at Allahabad University, Allahabad and Jawaharlal Nehru University, New Delhi",72,50,0,320,0.978571429, Data corresponds to the period from 01-06-2009 to 21-08-2025.,76.5291343,1.331050954,332.9466233,0.798894513,70.78022876,3.537581699,499.9505719,0.780735151,Rajya Sabha
900098,Bimla Kashyap Sood,Elected,03-04-2010,02-04-2016,First Term,N/A,Himachal Pradesh,Bharatiya Janata Party,Female,Graduate,"B.A. ; Educated at Punjab University, Shimla",83,44,0,271,0.903529412, Data corresponds to the period from 01-06-2009 to 21-08-2025.,60.01791652,1.283100005,325.2657498,0.798894513,66.91666667,N/A,276.9166667,0.884904034,Rajya Sabha
900695,Krishan Lal Panwar,Elected,02-08-2022,14-10-2024,First Term,N/A,Haryana,Bharatiya Janata Party,Male,Matric,"Matric, Boiler Competency Diploma Educated at Madlauda and Jaipur, Rajasthan",67,22,0,25,0.953271028, Data corresponds to the period from 01-06-2009 to 21-08-2025.,58.89468927,0.687492704,83.50657262,0.798894513,33.9,N/A,67.25,0.881263893,Rajya Sabha
900113,Chandan Mitra,Elected,30-06-2010,29-06-2016,Second Term,N/A,Madhya Pradesh,Bharatiya Janata Party,Male,Doctorate,"B.A. (Hons.) in Economics, M.A.(History), D.Phil. Educated at La Martiniere for Boys, Kolkata, St. Stephen's College, Delhi, Delhi University and Oxford University, U.K.",70,57,0,527,0.878587196,"This MP has been re-elected/nominated. During his previous term, this MP was a nominated representative; the term ended on 26th Aug 2009. Data corresponds to the period from 01-06-2009 to 21-08-2025.",67.55059827,1.28566171,348.0391188,0.798894513,69.32070707,1.5,461.8545455,0.856294567,Rajya Sabha
900444,Ranjitsinh Vijaysinh Mohite-Patil,Elected,04-08-2009,02-04-2012,First Term,N/A,Maharashtra,Nationalist Congress Party,Male,Graduate,N/A,53,17,0,210,0.778350515, Data corresponds to the period from 01-06-2009 to 21-08-2025.,19.83076216,0.521939332,156.4138773,0.798894513,24.05539216,0.619117647,257.6637255,0.780735151,Rajya Sabha
900363,Pavan Kumar Varma,Elected,23-06-2014,07-07-2016,First Term,N/A,Bihar,Janata Dal (United),Male,Professional Graduate,"B.A. (Hons.) History, LL.B. Educated at St. Stephen's College, New Delhi and University of Delhi Honorary Doctoral Degree by University of Indianapolis",72,21,0,11,0.979865772, Data corresponds to the period from 01-06-2009 to 21-08-2025.,34.11944495,0.545676776,116.3493734,0.798894513,49.28571429,0.071428571,84.71428571,0.82334322,Rajya Sabha
900407,Raj Mohinder Singh Majitha,Elected,05-07-2004,04-07-2010,Second Term,N/A,Punjab,Shiromani Akali Dal,Male,Graduate,"B.A. Educated at Khalsa College, Amritsar (Punjab) B.A. Educated at Khalsa College, Amritsar (Punjab)",86,4,0,259,0.482352941, Data corresponds to the period from 01-06-2009 to 21-08-2025.,10.16469479,0.32389617,78.08241781,0.798894513,6.8,N/A,105.4,0.767618317,Rajya Sabha
